x,y,z,Label
0,0,0.1,0
0.0025725,-0.054003,-0.084125,0
0.009152,0.02004,-0.097543,0
-0.051874,-0.015232,0.084125,0
0.057391,0.042256,-0.070147,0
-0.04038,-0.053059,-0.074526,0
0.011752,0.004705,-0.099195,0
0.019839,-0.02786,0.093969,0
0.071274,-0.06796,0.017365,0
0.069008,-1.69E-17,0.072373,0
0.02463,-0.053933,-0.080527,0
-0.030811,0.0049302,-0.095007,0
0.010055,0.026318,0.095949,0
-0.057176,0.044964,0.081302,0
-0.029206,-0.017486,-0.10364,0
0.098802,0.019043,0.042147,0
-0.049841,0.018141,-0.095329,0
-0.095432,-0.041765,-0.032391,0
0.013699,0.0017483,-0.10821,0
-0.039309,-0.039938,-0.093598,0
-0.10793,0.010306,-0.012091,0
0,0,0.10909,0
-0.00079311,0.049982,0.096964,0
-0.048438,-0.097732,-0.0017308,0
0.082497,0.033027,0.063279,0
0.021049,-0.055095,0.091773,0
0.0798,-0.06696,0.032391,0
0.049658,0.092682,-0.02907,0
0.0048973,-0.0091405,0.1086,0
0.038508,-0.08432,-0.057516,0
0.039007,-0.048013,0.089856,0
-0.04592,0.052995,-0.083568,0
0.076727,0.073159,-0.025719,0
-0.092154,0.020814,-0.054545,0
-0.045413,0.078657,0.060428,0
-0.094951,0.015193,0.05152,0
-0.060055,-0.090266,0.012091,0
0.068087,0.083809,0.015525,0
0.0044107,0.092592,0.057516,0
-0.039529,-0.035365,0.095329,0
-0.016813,-0.0037974,-0.10772,0
-0.0078607,0.022712,-0.10641,0
-0.019423,0.039189,0.099939,0
0.10678,-2.62E-17,-0.022343,0
0.082445,0,-0.071439,0
-0.055005,-0.072276,-0.060428,0
0.016973,-0.09626,0.048444,0
-0.0011321,-0.0032709,0.10904,0
-0.0069155,0.00021952,-0.10887,0
-0.071358,-0.082352,-0.0051908,0
-0.017779,0.08497,-0.066067,0
-0.015508,-0.10786,0.0051908,0
0.0055716,0.0041023,0.10887,0
-0.010804,0.039079,-0.10128,0
0.033689,-0.016036,-0.10251,0
-0.016898,0.040342,-0.099939,0
-0.0083039,-0.039686,0.10128,0
0.0030367,0.027229,-0.10559,0
0.0035851,0.020332,-0.10712,0
0.089051,-0.049547,0.038933,0
0.086015,0.022318,-0.063279,0
0.041223,0.090265,0.045318,0
-0.0049025,0.061667,-0.089856,0
-0.023443,-0.040605,0.098501,0
-0.017912,0.016025,0.10641,0
-0.017024,0.025589,-0.10467,0
0.066321,-0.071803,-0.048444,0
0.046039,-0.0088734,-0.098501,0
0.023794,-0.076523,0.074019,0
0.066391,-0.048883,0.071439,0
-0.095213,0.027957,-0.045318,0
-0.00059198,-0.037307,0.10251,0
-0.085482,-0.067223,0.0086454,0
0.00082015,-0.017217,0.10772,0
-0.069741,-0.048013,0.068788,0
0.056269,-0.053653,0.076525,0
0.10259,0.033694,-0.015525,0
0.047142,0.030296,0.093598,0
0.077592,0.0049311,-0.076525,0
0.079976,-0.0050826,-0.074019,0
0.02652,-0.0068809,0.10559,0
-0.068352,-0.024878,-0.081302,0
-0.086767,-0.0027543,0.066067,0
0.10145,-0.033318,0.022343,0
-0.022562,-0.081609,-0.068788,0
-0.072316,0.073472,-0.03568,0
0.057335,0.092406,-0.0086454,0
-0.077817,0.053573,0.054545,0
0.095724,0.045565,0.025719,0
0.0041005,0.013187,0.10821,0
0.012148,0.031798,0.10364,0
-0.0030765,-0.001586,-0.10904,0
0.0077722,-0.06969,0.083568,0
-0.0088971,0.0053267,-0.1086,0
0.058928,0.032787,0.085751,0
0.089271,-0.035739,-0.05152,0
-0.0079742,-0.1003,-0.042147,0
0.03969,-0.063968,-0.078953,0
-1.28E-17,-3.76E-18,-0.10909,0
0.024789,0.10218,0.02907,0
-0.063868,-0.01022,0.087848,0
0.078972,0.066266,0.03568,0
-0.10858,-0.010368,0.0017308,0
0.05673,-0.036458,-0.085751,0
-0.019313,-0.046107,-0.096964,0
0.037519,0.052687,-0.087848,0
-0.027318,0.014083,0.10467,0
-0.093358,0.040858,-0.038933,0
0.062318,-0.087513,0.018943,0
-0.035718,0.046933,-0.091773,0
0.017748,-0.073159,0.078953,0
-0.015289,0.10634,-0.018943,0
0.014008,0.015166,0.10712,0
-0.021335,0.10196,-0.055814,0
-0.026246,-0.039449,0.10827,0
0.0032766,0.0018231,-0.11812,0
-0.058301,0.076606,-0.068552,0
0.032225,-0.017929,0.11228,0
0.018128,-0.047449,-0.10671,0
-0.023454,-0.055994,-0.1014,0
-0.11739,0.0037266,-0.013099,0
-0.11728,0.011199,-0.0093659,0
0.010355,-0.042686,-0.10972,0
-0.064106,0.050414,0.085532,0
-0.0096385,0.0057706,0.11765,0
-0.0092706,0.11661,0.016819,0
0.04688,0.10265,-0.035091,0
-0.0074616,-0.0007125,-0.11794,0
0.11058,-0.036316,-0.020522,0
-0.069555,-0.091394,-0.027862,0
0.0050385,-0.10577,-0.052481,0
-0.10338,-0.045246,0.035091,0
0.0030195,-0.0022232,0.11812,0
-0.087457,-0.045087,-0.065463,0
0.0022546,0.047329,-0.10827,0
-0.10894,0.024605,-0.038653,0
-0.10704,-0.038959,0.031492,0
0.027235,0.08759,0.07452,0
0.07294,-0.089782,-0.024204,0
0.082481,0.027089,-0.080187,0
0.012082,-0.10833,0.045659,0
-0.00047092,0.029677,-0.11439,0
0.038516,-0.071887,-0.085532,0
-0.046533,0.020365,0.10671,0
0,0,0.11818,0
-0.017858,0.064593,0.097344,0
-0.082158,-0.018556,0.082902,0
0.11369,-0.029498,0.013099,0
-0.0012053,-0.075956,-0.090533,0
0.010151,-0.01099,0.11723,0
-0.10615,0.016985,0.049095,0
0.048349,-0.10587,0.020522,0
0.10562,-0.050277,-0.016819,0
-0.099952,-0.029349,0.055814,0
0.093953,0.06038,0.038653,0
0.10686,0.027727,-0.042177,0
0.056359,-0.022563,0.1014,0
0.049583,-0.079912,-0.071572,0
0.0044422,-0.014286,-0.11723,0
0.018673,0,-0.1167,0
0.020087,0.11392,0.024204,0
-0.07333,0.065606,0.065463,0
-0.049474,0.074362,-0.077393,0
-0.017026,-0.061584,-0.099421,0
-0.021687,-0.10365,0.052481,0
0.020764,0.0083126,0.11605,0
-0.11034,-0.0035027,0.042177,0
0.027137,0.050648,-0.10327,0
-0.079294,-0.05459,0.068552,0
-0.012864,0.03071,-0.11339,0
-0.01705,-0.019677,-0.11528,0
0.018668,-0.10587,-0.049095,0
0.076928,-0.06455,0.062308,0
0.056426,0.041546,0.095168,0
-0.0093553,-0.11768,0.0056233,0
0.048502,-0.046246,-0.097344,0
0.052873,0.050414,0.092897,0
-0.039041,0.020127,0.10972,0
-0.075608,0.022201,-0.088077,0
-0.047841,0.055211,-0.092897,0
0.053677,0.045041,-0.095168,0
-0.038649,0.11167,-0.0018751,0
-0.070088,-0.062706,0.071572,0
0.063321,0.077942,-0.062308,0
-0.01089,-0.031464,0.11339,0
-0.028987,-0.022796,-0.11228,0
0.048897,0.023275,-0.10504,0
-6.43E-18,1.30E-17,-0.11818,0
0.10901,-2.67E-17,-0.045659,0
-0.053288,0.05414,0.090533,0
-0.022085,-0.0035339,-0.11605,0
0.04836,0.077942,-0.07452,0
0.0020697,0.018558,0.1167,0
0.03333,0.046805,0.10327,0
0.0040092,0.010494,-0.11765,0
-0.069376,0.047762,-0.082902,0
0.02413,0.099463,-0.059091,0
0.06338,-0.0080885,0.099421,0
-0.028354,-0.028807,0.11105,0
0.11591,-0.022341,-0.0056233,0
0.11462,-0.0072843,0.027862,0
0.0050858,0.0055062,0.11794,0
-0.0057524,0.040009,-0.11105,0
0.11568,0.022296,0.0093659,0
-0.0077069,-0.053603,0.10504,0
0.029621,0.0018825,0.11439,0
-0.059083,0.10234,0.0018751,0
0.10153,0.012957,0.059091,0
0.075137,-0.048288,0.077393,0
-0.050583,-0.10206,-0.031492,0
0.045708,-0.064189,0.088077,0
-0.022339,-0.013374,0.11528,0
-0.043408,-0.075184,0.080187,0
-0.027351,-0.047373,-0.11492,0
0.013178,-0.11816,0.045422,0
0.0076691,-0.0025188,-0.12702,0
-0.048946,0.098758,-0.063636,0
0.010949,0.098174,0.080252,0
0.080331,0.015483,0.097497,0
-0.090296,-0.0086222,-0.089279,0
0.067664,0.064518,-0.086356,0
0.038596,0.10103,0.067101,0
0.0019071,0.0035594,0.12721,0
-0.0099837,0.12558,0.018113,0
-0.073607,0.016625,-0.10249,0
0.045279,-0.11852,0.010086,0
0.12713,0,0.0060559,0
-0.030387,-0.10991,-0.056518,0
-0.042813,-0.049409,0.1092,0
0.0016775,-0.0036732,-0.12721,0
0.12153,-2.98E-17,0.03779,0
0.021385,0.08815,0.089279,0
-0.023784,0.0038057,-0.12497,0
0.035711,0.11485,0.041627,0
0.098033,-0.054544,0.060107,0
0.01268,0.015608,-0.12567,0
-0.037318,-0.013583,-0.12092,0
-0.018275,-0.04363,0.11816,0
0.0042558,-0.0068591,0.12702,0
-0.068774,0.0021832,-0.10707,0
-0.0052696,0.015226,-0.12625,0
-0.11525,0.011005,-0.052871,0
-0.027351,0.047373,0.11492,0
0.11479,0.054639,-0.0060559,0
-0.051393,-0.06753,-0.094852,0
-0.042983,-0.0068778,0.1196,0
-0.053427,-0.023382,-0.11312,0
0.021478,0.12181,-0.030006,0
-0.038029,0.034024,0.1166,0
0.088686,-0.074416,0.052871,0
-0.06116,0.03153,0.10707,0
0.079418,0.06664,0.073825,0
0.02664,0.0087493,0.12415,0
-0.060359,-0.013633,-0.11122,0
-0.0013935,0.087817,0.092112,0
-0.018001,-0.1252,-0.014107,0
0.0097422,-0.007173,0.1267,0
-0.048024,-0.096899,-0.067101,0
-0.0116,0.041956,-0.1196,0
-0.045386,0.013327,-0.11816,0
-0.072075,0.031543,0.10004,0
0.10587,-0.042383,0.056518,0
-0.0080263,-0.10096,0.077078,0
-0.0081336,-0.038872,0.12092,0
-0.040744,-0.11772,0.026066,0
0.029821,-0.12292,0.014107,0
0.0059275,-0.12443,-0.026066,0
-0.016981,0.022313,-0.12415,0
0.015595,0.0040464,0.12625,0
0.0059639,0.1252,-0.022101,0
0.031387,-0.0060493,-0.12319,0
0.015251,-0.086494,-0.092112,0
-0.01984,0.013658,0.12497,0
-0.010271,0.071437,0.10483,0
-0.035795,0.036367,-0.1166,0
-0.078635,-0.0024962,-0.10004,0
0,0,0.12727,0
-0.11031,0.04015,-0.049171,0
1.31E-17,8.43E-18,-0.12727,0
-0.059373,-0.017433,0.11122,0
-0.022532,0.053791,0.11312,0
0.051201,0.055433,0.10249,0
-0.10072,-0.060301,0.049171,0
0.058747,-0.082499,-0.077078,0
0.12269,0.015658,0.030006,0
-0.00031905,-0.020107,0.12567,0
-0.081365,-0.056015,-0.080252,0
0.10511,-0.013414,-0.070499,0
0.11874,-0.030809,0.033915,0
0.055794,0.078351,-0.083346,0
0.081606,-0.088351,-0.041627,0
0.064075,0.10327,-0.03779,0
0.052233,-0.049804,-0.10483,0
0.010924,-0.0051997,-0.1267,0
-0.088606,-0.079273,-0.045422,0
0.092724,-0.05959,0.063636,0
0.037216,-0.11969,0.022101,0
0.033288,0.013327,-0.12212,0
-0.08895,0.053255,-0.073825,0
0.070739,-0.087072,-0.060107,0
-0.07049,0.10595,0.0020193,0
-0.05139,-0.040413,-0.1092,0
-0.08837,-0.089783,-0.018113,0
-0.11311,-0.058312,-0.0020193,0
-0.080332,0.092708,-0.033915,0
-0.019862,-0.029853,0.12212,0
0.045426,-0.084784,0.083346,0
0.065879,0.048505,-0.097497,0
0.093305,-0.0059297,0.086356,0
0.052705,0.11541,-0.010086,0
-0.066706,0.052458,0.094852,0
0.027932,0.015541,0.12319,0
0.10575,0.0067206,0.070499,0
-0.030542,-0.035247,-0.12814,0
-0.024745,0.017036,0.13301,0
0.071588,-0.088118,-0.075535,0
0.058608,0,0.12313,0
0.0083715,0.0021721,0.13609,0
-0.016559,-0.079137,0.10981,0
0.057936,0.032235,-0.11916,0
-0.0036961,0.046492,0.12814,0
0.038663,-0.12434,-0.040489,0
-0.010677,-0.0073503,-0.13575,0
0.063035,-0.11765,0.027928,0
-6.45E-18,1.54E-17,-0.13636,0
-0.0689,-0.054183,0.10446,0
0.077422,-0.10872,-0.027928,0
0.092401,0.017809,0.098691,0
0.0049036,0.10294,-0.089299,0
0.023014,0.019311,-0.13301,0
0.030084,-0.078743,0.10719,0
0.12995,0.0082587,0.040489,0
0.078261,0.057622,0.095656,0
0.073466,-0.024128,-0.11232,0
-0.010237,0.037029,0.13084,0
0.0085707,-0.07685,0.11232,0
0.04599,0.12038,0.0446,0
0.082167,0.078346,0.075535,0
-0.11663,-0.069827,-0.010807,0
0.10312,0.041284,-0.079099,0
-0.055487,0.0834,0.092524,0
-0.056567,-0.11414,0.048666,0
-0.026444,-0.076404,-0.10981,0
-0.039984,-0.014553,-0.12956,0
0.052741,0.074064,-0.10163,0
0.063422,0.11837,-0.023679,0
0.013941,0.125,0.052683,0
0.088427,-0.084315,0.060555,0
0.0086313,-0.00054854,-0.13609,0
-0.0016715,-0.0039906,0.13629,0
0.021539,0.12216,-0.056648,0
-0.074766,-0.11238,-0.019407,0
0.10504,-0.05844,0.064401,0
0.013606,-0.021929,0.1339,0
0.030937,-0.022778,-0.13084,0
0.12299,-0.058542,-0.0064884,0
-0.012109,0.012303,0.13527,0
0.13198,-0.034243,0.0021635,0
0.08427,0.054157,-0.092524,0
0.032048,0.1321,0.010807,0
-0.067762,-0.060625,0.10163,0
-0.062202,-0.0059396,0.1212,0
-0.11779,-0.060724,0.032149,0
-0.01038,0.049607,-0.1266,0
-0.0030663,0.021326,0.13465,0
-0.1282,-0.028956,0.036337,0
0.065101,-0.012547,0.11916,0
-0.00086743,-0.054665,0.12492,0
-0.094073,0.048498,0.085984,0
-0.067488,0.11689,0.019407,0
0.029099,-0.063717,-0.117,0
-0.11581,0.0036764,0.071894,0
0.030987,-0.12773,-0.036337,0
-0.0169,0.019504,-0.1339,0
0.11297,-0.072604,0.023679,0
-0.1257,0.02839,-0.0446,0
-0.0086313,-0.01495,-0.13527,0
-0.049136,-0.049922,0.117,0
-0.032738,0.066056,-0.11472,0
-0.02757,0.079658,-0.10719,0
0.086948,0.011096,-0.10446,0
-0.12578,-0.020127,-0.048666,0
0,0,0.13636,0
-0.030877,-0.11168,-0.071894,0
0.02683,0.033025,0.12956,0
-0.03311,-0.043506,-0.12492,0
0.080128,-0.086751,0.068182,0
-0.12521,0.011956,-0.052683,0
-0.050656,-0.001608,0.1266,0
0.096404,-0.012303,-0.095656,0
-0.13003,0.038181,-0.015114,0
-0.033817,0.0054111,0.13199,0
-0.018486,0.011068,-0.13465,0
-0.080255,0.10545,-0.032149,0
-0.10176,0.044535,0.079099,0
0.017402,0.055965,-0.12313,0
0.0057193,-0.12006,-0.064401,0
0.097979,0.046638,-0.082583,0
-0.014667,-0.10201,0.089299,0
0.062485,-1.53E-17,-0.1212,0
0.0053847,0.011791,0.13575,0
-0.00054337,0.034243,-0.13199,0
0.070043,0.023004,0.11472,0
-0.11331,-0.033271,-0.068182,0
-0.10197,0.037114,0.082583,0
0.023676,-0.13428,-0.0021635,0
0.071813,0.11574,0.0064884,0
-0.0074576,-0.093806,-0.098691,0
0.081077,-0.068031,-0.085984,0
0.11343,-0.04541,-0.060555,0
0.091954,0.099554,0.015114,0
-0.0039636,-0.0017346,-0.13629,0
-0.092443,0.082707,0.056648,0
0.049056,0.1284,-0.047574,0
0.074712,-0.024538,-0.12236,0
0.058223,0.081763,0.10527,0
0.1116,-0.053121,0.076687,0
0.066758,-0.1246,0.034292,0
-0.063072,-0.064081,0.11433,0
0.098338,-0.093765,0.051911,0
-0.032212,-0.025332,-0.13956,0
0.01578,0.14149,0.02979,0
-0.03747,0.089454,0.1084,0
-0.086262,0.077177,-0.088089,0
-0.034629,0.052049,0.13133,0
0.013715,0.0017503,-0.1448,0
0.032984,0.015701,0.14079,0
0.12671,-0.070497,0.011527,0
-0.02049,-0.14251,0.0207,0
0.14456,0,0.016122,0
-0.12478,0.074707,-0.0023078,0
0.061154,0.075274,-0.1084,0
0.0057622,0.12096,-0.08057,0
-0.0060224,0.017401,0.14428,0
-0.078927,-0.10371,0.064592,0
0.036549,-0.02691,-0.13819,0
-0.029598,-0.059719,0.12929,0
0.04922,0.10778,-0.084372,0
-0.06708,0.11619,-0.056196,0
-0.1102,0.086663,-0.03876,0
-0.042683,-0.025555,-0.13668,0
-0.094283,-0.10881,-0.0207,0
-0.091199,0.020598,-0.11142,0
0.010854,0.020258,-0.14363,0
0.026438,0.025209,-0.14079,0
-0.0076587,-0.011511,0.1448,0
0.145,-0.0092148,0.006921,0
-0.1254,-0.011974,0.072727,0
0.034081,0.14048,-0.016122,0
0.019089,-0.10826,0.095252,0
-0.092988,-0.064018,-0.091717,0
-0.070211,0.025555,0.1248,0
-0.049673,-0.044441,-0.12929,0
-0.0061241,0.022151,0.14363,0
0.0053717,-0.11277,0.091717,0
-0.13882,0.0044068,0.043188,0
0.069442,-0.013384,0.12711,0
-0.056132,-0.13401,-0.006921,0
0.063184,-0.053018,-0.11981,0
0,0,0.14545,0
0.0089296,0.0023169,0.14516,0
-0.021231,0.10147,0.10203,0
0.13817,0.045381,0.0023078,0
0.1236,-3.03E-17,-0.076687,0
-0.011191,0.077838,0.12236,0
0.13635,-0.017401,0.047574,0
0.023158,-0.014882,0.14283,0
0.10973,0.092076,-0.025258,0
0.0076492,-0.016749,-0.14428,0
0.030746,-0.049554,0.13325,0
-0.022479,0.022838,-0.14188,0
0.0095588,-0.08571,0.11713,0
0.10794,0.020804,-0.095252,0
-0.037857,-0.10938,0.088089,0
1.21E-17,-1.31E-17,-0.14545,0
-0.094322,-0.03433,-0.10527,0
-0.1426,0.013616,0.025258,0
-0.05825,0.040102,-0.12711,0
0.086043,0.063352,-0.098692,0
-0.045249,0.059457,-0.1248,0
0.02449,-0.078762,0.11981,0
0.005817,-0.0071602,-0.14516,0
-0.13248,-0.021198,0.056196,0
0.11694,-0.046817,-0.072727,0
-0.12104,-0.0038423,0.08057,0
0.030227,-0.1246,0.068694,0
-0.12448,0.054477,-0.051911,0
0.0044671,-0.001159,0.14538,0
-0.011491,0.14454,-0.011527,0
-0.0013683,-0.08623,-0.11713,0
0.022975,0.1303,-0.060424,0
0.014625,-0.038281,0.13956,0
-0.00092526,0.05831,-0.13325,0
-0.031258,-0.0070599,0.14188,0
-0.004428,0.0013002,-0.14538,0
-0.045575,-0.019946,0.13668,0
0.036263,-0.050924,-0.13133,0
-0.085346,0.098494,-0.064592,0
-0.026412,-0.0077554,-0.14283,0
0.11794,0.075795,0.03876,0
-0.028473,-0.10299,0.098692,0
-0.046748,-0.08097,0.11142,0
0.039661,0.022067,0.13819,0
-0.14058,0.022495,-0.02979,0
-0.04805,0.024772,-0.13504,0
0.094241,0.10203,-0.043188,0
-0.0093898,-0.11811,0.084372,0
-0.046034,0.092883,-0.10203,0
0.039286,0.12634,0.060424,0
0.089733,0.0057027,-0.11433,0
0.028502,0.045936,0.13504,0
0.13123,0.052536,-0.034292,0
-0.026259,-0.12549,-0.068694,0
0.025558,0.01422,-0.15175,0
0.0040718,0.0089161,-0.15423,0
-0.0096788,-0.0015487,0.15423,0
-0.080898,0.12159,0.050547,0
0.13124,-0.073021,0.036435,0
-0.11267,0.067457,-0.08148,0
0.0037562,0.0031518,-0.15447,0
0.035941,-0.050473,-0.14158,0
-0.012234,0.15388,-0.0073536,0
0.006689,0.14042,0.064201,0
0.032702,0.085597,0.12445,0
0.011534,-0.065414,-0.13954,0
-0.13073,-0.012483,0.08148,0
0.044654,0.054964,-0.13737,0
0.032704,0.10518,-0.10841,0
-0.0019352,-0.024342,-0.1526,0
-0.014138,0.098329,-0.11839,0
0.096719,-0.10471,0.059708,0
0.025143,0.10364,0.11185,0
0.050219,0.016493,0.14523,0
-0.15073,-0.034044,-0.002452,0
0.067845,-0.032295,-0.13505,0
0.10174,0.097011,-0.064201,0
0.10546,0.050199,-0.10121,0
0.04831,0.077861,-0.12445,0
-0.018312,-0.12736,-0.085606,0
0.13276,-0.016943,0.077273,0
-0.033703,-0.097379,-0.11518,0
-0.092642,0.12173,-0.021994,0
0.074988,0.0047656,0.13505,0
-0.035939,0.032154,-0.14683,0
0.094209,-0.079051,-0.093594,0
-0.081966,-0.049073,-0.12148,0
0.082044,0.015813,-0.13001,0
-0.050388,0.14559,-0.012248,0
0.061665,0.024687,0.13954,0
-0.02836,-0.13554,0.068628,0
-0.033546,0.12134,0.089645,0
-0.03133,0.14973,0.021994,0
-0.0005402,0.034044,0.15075,0
0.13403,-0.053656,-0.055155,0
0.047352,-0.0091263,0.14683,0
-0.015379,-0.012094,-0.1533,0
0.14418,-0.03741,0.041182,0
0.016124,-0.035306,-0.14959,0
0.11649,-0.074863,-0.068628,0
-0.048911,-0.098688,0.10841,0
-0.066443,-0.099867,-0.097449,0
-1.15E-17,-1.51E-17,-0.15455,0
-0.10299,-0.0032694,0.11518,0
-0.058399,0.10115,0.10121,0
0.074636,0.10481,0.085606,0
-0.022191,-0.052979,0.14348,0
-0.14709,0.023535,-0.041182,0
-0.055666,0.043776,0.13737,0
-0.0090729,-0.032817,-0.15075,0
0.079227,-0.005035,-0.1326,0
-0.00046405,-0.029244,0.15175,0
-0.017923,-0.0078439,0.1533,0
0.015099,-0.13539,-0.072987,0
-0.064854,0.13086,-0.050547,0
0.14538,0.03772,-0.036435,0
-0.041777,-0.012267,-0.14829,0
0.10091,0.06485,0.097449,0
-0.1419,0.01355,-0.059708,0
-0.067014,-0.068086,0.12148,0
0.016002,0.14348,0.055155,0
0.14021,-0.046049,-0.045888,0
0.011532,-0.021524,0.1526,0
-0.05934,0.14167,-0.01713,0
0.15127,-3.71E-17,-0.031652,0
0.0052428,-0.013723,-0.15385,0
-0.08244,0.095141,-0.089645,0
-0.079481,-0.07111,-0.11185,0
0.061962,0,0.14158,0
-0.093886,0.095387,-0.077273,0
-0.11221,0.077248,0.072987,0
0.00023331,-0.0048979,0.15447,0
0.041855,-0.067457,0.1326,0
0.04319,0.0055119,0.14829,0
-0.10109,-0.11667,0.0073536,0
0.028091,-0.026785,0.14959,0
-0.14433,0.052532,0.01713,0
-0.013057,-0.0067316,0.15385,0
0.067403,0.072974,0.11839,0
-0.13943,0.061021,0.026837,0
0,0,0.15455,0
-0.1246,-0.085779,0.031652,0
0.12256,-0.090239,-0.026837,0
0.0091786,0.052055,-0.14523,0
-0.14477,-0.052691,0.012248,0
-0.10091,0.052021,-0.10486,0
-0.11074,0.025011,0.10486,0
0.070571,0.05196,-0.1273,0
0.077546,-0.095452,0.093594,0
-0.087592,0.0027805,0.1273,0
0.024809,-0.079786,0.13001,0
0.034792,-0.14342,0.045888,0
-0.055112,0.016182,-0.14348,0
-0.077263,-0.13382,0.002452,0
0.1531,0.050284,0.028415,0
0.083887,0.0053312,0.1404,0
0.06296,0.068164,0.13478,0
0.023345,-0.011112,0.16158,0
-0.11392,0.10192,-0.0584,0
-0.074895,-0.09841,0.10716,0
-0.026012,0.12431,0.10318,0
-0.11966,0.011426,-0.11103,0
0.098677,-0.054902,0.11843,0
-0.05475,-0.13071,0.081818,0
0.021012,-0.022749,0.16068,0
-0.014617,0.00532,-0.1629,0
0.006743,0.14155,-0.081818,0
-0.062949,-0.018484,-0.14991,0
0.12082,0.10138,-0.043605,0
0.084056,0,-0.1404,0
-0.011019,0.13861,-0.086273,0
0.055766,0.14597,0.048587,0
-0.053742,0.080777,-0.13177,0
-0.0040811,-0.0032094,-0.16355,0
-0.014969,0.10411,-0.12535,0
-0.03907,-0.14132,-0.072665,0
-0.087352,0.11478,-0.077281,0
0.12944,-0.042511,-0.090641,0
-0.0017311,0.10909,0.12195,0
0.11639,-0.0073967,0.11479,0
0.048434,-0.15577,0.012968,0
-0.15368,0.045124,0.033514,0
-0.097537,-0.099097,0.086273,0
0.041946,-0.067604,0.14299,0
0.023723,-0.019906,-0.16068,0
0.005098,0.00098256,0.16355,0
0.038056,0.053442,0.14991,0
0.089818,-0.023304,-0.13478,0
-0.060787,-0.0019296,0.15191,0
-0.14595,-0.013937,0.072665,0
-0.062058,0.063051,0.13766,0
0.038574,0.159,-0.0025962,0
-0.023051,-0.039925,-0.15701,0
0,0,0.16364,0
-0.051498,0.12294,-0.094918,0
-0.11725,0.026483,0.11103,0
0.078919,0.010072,-0.14299,0
0.11509,-0.10974,0.038579,0
0.056635,-0.041699,-0.14775,0
-0.034699,0.12551,-0.0991,0
