x,y,z,Label
9.978,10.079,9.9286,1
9.9987,9.9153,9.9312,1
10.02,10.032,9.8975,1
10.044,10.0,9.9001,1
10.06,10.065,9.9367,1
10.019,10.014,9.8936,1
10.001,9.9932,10.109,1
10.092,10.059,10.005,1
9.9092,9.9971,10.06,1
10.021,9.933,10.084,1
9.9104,9.9383,10.009,1
9.8924,9.9828,9.9948,1
10.103,10.027,9.9743,1
10.087,9.936,9.9845,1
9.9492,9.96,9.9122,1
10.107,9.9794,9.9914,1
9.9997,10.017,9.8923,1
9.9835,9.9404,9.9101,1
9.9422,9.9412,10.071,1
9.9965,10.006,9.8911,1
9.9791,9.9003,9.9611,1
10.064,10.035,9.9187,1
10.018,10.102,10.036,1
9.9794,10.012,10.106,1
10.018,10.056,9.9082,1
10.038,10.071,10.074,1
10.061,10.029,9.9142,1
10.099,10.033,10.032,1
9.9556,10.023,10.097,1
9.9659,9.9016,9.9676,1
9.9406,10.017,10.09,1
9.9774,10.03,10.103,1
10.086,10.011,9.9339,1
9.9112,9.9677,10.055,1
9.982,10.036,9.8987,1
10.03,10.079,10.069,1
9.9357,10.019,10.097,1
10.009,9.9835,9.8833,1
9.9138,9.9686,10.075,1
10.038,9.9529,10.101,1
9.9969,10.015,9.8828,1
10.069,10.044,10.086,1
9.9991,10.057,9.8967,1
10.011,9.9648,10.112,1
9.9628,9.9707,10.108,1
10.078,10.085,10.024,1
10.061,10.098,9.9758,1
10.067,10.056,10.08,1
9.9915,10.107,10.049,1
10.116,10.007,9.9795,1
9.9694,10.111,10.028,1
9.9987,9.9185,9.9145,1
10.017,10.095,9.9314,1
9.946,10.02,10.103,1
10.041,10.03,10.107,1
10.026,9.8927,9.9578,1
9.9023,9.9415,10.031,1
10.113,10.029,10.017,1
9.9907,9.8829,10.013,1
10.02,9.8854,10.021,1
9.9974,10.003,10.118,1
10.017,10.008,10.117,1
10.012,10.111,9.9613,1
10.0,10.0,9.8818,1
10.072,9.9763,9.9095,1
9.9494,10.102,9.9685,1
9.9563,10.004,9.8903,1
9.9285,9.9061,10.006,1
10.008,9.9873,10.117,1
10.02,10.011,9.884,1
9.9099,9.9606,9.9345,1
9.9513,9.9857,9.8933,1
9.9342,9.9241,10.062,1
9.9746,9.9943,10.115,1
9.9548,10.04,9.8986,1
10.042,9.9405,10.093,1
9.891,9.9826,10.042,1
9.9287,10.094,10.009,1
9.9426,10.099,9.9721,1
10.025,10.065,9.9048,1
9.9659,10.098,10.056,1
10.047,10.0,9.8917,1
9.9939,9.9709,9.8856,1
10.049,9.9589,10.099,1
10.064,10.021,9.9027,1
10.025,9.9345,10.095,1
10.103,9.9425,9.9981,1
10.033,10.072,10.088,1
10.068,9.9728,9.9071,1
10.045,9.9008,9.9543,1
9.9844,9.9627,9.8889,1
9.8938,10.017,9.9509,1
10.005,9.8942,10.052,1
10.021,10.026,9.8866,1
9.9213,10.047,9.9255,1
9.9871,10.031,10.113,1
9.9261,10.085,9.9649,1
9.9306,9.9522,10.083,1
10.005,9.9563,10.11,1
10.0,10.0,10.118,1
9.986,10.097,10.065,1
9.9687,9.8868,9.9869,1
10.028,10.09,10.072,1
9.9776,9.9993,10.116,1
10.037,10.069,9.9119,1
10.069,9.9248,9.9409,1
9.8822,10.004,9.9906,1
10.003,10.003,9.8819,1
10.011,10.0,10.118,1
9.9118,10.039,10.069,1
10.053,9.9898,9.895,1
10.065,10.092,10.035,1
9.9614,9.9222,9.9198,1
10.04,10.008,10.111,1
9.9083,10.021,9.9284,1
10.009,9.9933,9.8824,1
9.9989,9.9926,10.118,1
9.9409,9.8977,10.002,1
9.9252,9.933,9.9377,1
10.079,9.9248,10.046,1
9.9403,10.047,10.091,1
9.9672,9.9831,9.8877,1
10.117,9.9926,9.9832,1
9.8825,9.9888,9.9944,1
9.909,10.047,10.059,1
10.003,10.064,9.9006,1
9.9856,10.022,9.8847,1
10.111,10.014,10.039,1
9.97,9.9549,10.105,1
10.089,9.9887,10.077,1
10.028,10.011,10.114,1
10.076,9.9638,9.9171,1
9.9947,9.9947,9.8821,1
9.9142,10.059,9.9442,1
10.075,9.9517,9.9226,1
10.025,10.103,9.9475,1
9.9859,10.098,9.9197,1
10.021,9.9455,10.113,1
9.8981,10.07,9.97,1
9.9486,10.019,9.8851,1
10.021,9.9883,9.875,1
10.009,10.008,9.8733,1
10.006,9.8827,10.049,1
10.037,9.8819,10.03,1
9.9884,9.919,9.9025,1
9.8732,9.996,9.9899,1
10.105,9.9656,10.064,1
9.9565,10.039,9.8869,1
10.043,10.028,9.8834,1
9.9741,9.8762,9.9859,1
10.043,10.112,9.9584,1
10.078,10.01,9.9,1
9.9433,10.025,9.8888,1
10.073,9.9462,10.089,1
10.105,10.027,9.9329,1
10.016,10.0,9.8738,1
10.052,9.9502,9.8952,1
10.106,10.05,9.9508,1
9.9742,10.123,10.018,1
10.012,9.8925,10.067,1
9.9875,9.9749,10.124,1
10.09,10.067,10.06,1
10.126,10.0,9.9819,1
10.036,9.9955,9.8779,1
9.9903,9.8777,9.9661,1
10.05,9.8906,10.042,1
9.8928,9.961,9.9435,1
10.091,9.9565,10.077,1
9.8925,9.9356,9.9779,1
10.026,10.056,10.111,1
9.9887,10.011,10.126,1
9.9229,10.101,10.002,1
10.005,9.9724,9.8759,1
10.03,10.042,10.117,1
9.961,9.9732,9.8818,1
9.9576,9.9265,10.095,1
10.04,10.016,9.8804,1
10.04,10.038,10.115,1
9.9296,10.016,10.105,1
9.9188,9.9175,9.9471,1
9.934,9.9806,9.8929,1
9.9989,10.004,10.127,1
9.9276,10.021,9.8975,1
9.9015,10.077,10.022,1
9.9519,10.083,9.9167,1
10.011,10.103,9.9262,1
9.9968,9.9883,10.127,1
10.08,9.9845,10.097,1
9.9722,9.9198,9.9051,1
9.9904,10.121,10.038,1
9.9097,9.9914,9.9107,1
10.028,10.116,10.045,1
10.11,10.021,9.9399,1
10.032,10.002,10.123,1
9.9091,10.054,10.07,1
9.9036,9.9242,10.034,1
10.091,10.05,10.074,1
10.008,9.9995,9.873,1
10.062,10.077,10.08,1
9.9337,9.9235,9.9229,1
10.014,9.9852,10.126,1
10.031,10.058,9.8908,1
9.9435,10.114,10.006,1
10.011,9.954,10.118,1
10.036,10.058,10.107,1
10.015,9.9813,10.125,1
10.0,10.0,9.8727,1
9.992,10.001,10.127,1
9.8815,9.9732,9.9622,1
10.089,10.029,9.9136,1
10.015,9.9871,9.8743,1
10.056,9.9216,10.083,1
9.9347,10.002,10.109,1
9.9345,9.9414,10.092,1
10.004,9.999,9.8728,1
9.8971,9.947,10.053,1
9.9985,10.093,10.086,1
9.9823,10.027,9.8768,1
9.9519,9.8851,9.9739,1
10.037,9.9852,9.8791,1
9.9341,9.901,9.9546,1
10.072,10.078,9.9295,1
9.9593,10.118,10.026,1
10.033,9.9785,10.121,1
10.067,9.892,9.9939,1
9.951,10.117,10.01,1
9.8743,9.9799,9.998,1
10.004,10.075,10.102,1
10.0,10.0,10.127,1
10.006,10.035,10.122,1
10.021,9.9616,10.12,1
9.902,10.051,9.9364,1
9.9223,10.012,10.1,1
9.9234,9.8993,10.014,1
9.9986,9.9122,9.9079,1
9.8955,9.9543,10.057,1
9.9706,10.059,9.8808,1
10.055,10.102,10.072,1
9.8848,9.974,9.9318,1
10.004,9.9264,10.115,1
9.8822,10.061,9.9679,1
9.9518,9.9028,10.083,1
9.8813,10.019,10.064,1
9.911,9.961,10.096,1
9.9545,9.9213,9.8984,1
10.032,10.104,9.9174,1
9.9306,9.9522,9.8928,1
9.965,9.8733,10.036,1
9.9087,10.093,9.9595,1
10.117,10.065,9.9763,1
10.034,10.0,9.868,1
10.077,9.927,10.086,1
10.009,10.0,10.136,1
9.9241,10.088,9.9281,1
9.873,10.029,10.04,1
10.02,10.022,9.867,1
9.8705,10.038,9.9806,1
10.113,10.014,9.9245,1
9.9999,9.9957,9.8637,1
10.12,10.057,10.032,1
9.9767,9.9694,9.8692,1
10.085,10.081,10.068,1
9.9554,10.129,10.002,1
10.002,9.9963,10.136,1
10.011,9.9633,10.131,1
10.086,9.8943,10.006,1
10.054,10.045,10.117,1
9.9842,10.076,9.8877,1
9.9958,9.9878,10.136,1
10.104,9.9129,9.9849,1
9.981,9.8679,9.9721,1
10.021,10.085,10.104,1
9.8765,10.045,9.9637,1
10.049,10.032,9.8769,1
10.028,9.9278,10.112,1
9.9674,10.118,10.061,1
9.9429,10.086,10.089,1
10.12,9.9688,10.057,1
10.007,10.042,9.8704,1
9.9562,9.9555,10.121,1
9.9539,9.9926,10.128,1
9.8803,10.011,9.9356,1
10.018,9.8958,9.914,1
10.029,9.9815,10.132,1
10.036,10.051,9.8788,1
10.086,9.9064,10.049,1
10.013,9.9975,9.8643,1
10.057,10.124,9.9978,1
10.032,9.8688,10.019,1
9.9025,9.9233,9.9434,1
9.9571,9.8975,9.9209,1
10.0,10.0,9.8636,1
10.083,9.9726,9.8955,1
10.054,10.088,9.9107,1
10.127,10.024,9.9554,1
9.9839,10.014,9.8653,1
9.8663,9.9872,10.024,1
9.8901,10.076,10.028,1
9.9764,10.01,9.8661,1
9.9925,10.094,10.099,1
10.049,9.9765,10.125,1
10.126,10.05,10.015,1
10.047,9.997,9.8719,1
9.9892,10.019,10.135,1
9.9087,9.9668,9.9043,1
10.058,9.9184,10.093,1
9.9849,9.9278,9.8853,1
10.0,10.0,10.136,1
10.117,9.9533,10.053,1
9.951,10.064,9.8902,1
10.015,10.135,9.9935,1
9.955,9.9768,10.127,1
9.9752,9.9927,10.134,1
10.014,9.8786,9.9394,1
9.9892,9.8645,10.011,1
9.9565,10.026,9.8734,1
9.9531,9.9719,9.8751,1
10.091,10.024,9.9013,1
10.111,10.007,10.079,1
10.03,10.079,10.107,1
10.034,9.9265,10.11,1
9.9857,10.099,9.9075,1
10.02,9.9625,10.13,1
9.9414,9.9981,10.123,1
9.9449,10.043,9.883,1
10.081,10.1,10.045,1
10.126,9.9839,9.9513,1
10.099,9.9448,10.076,1
10.119,10.039,9.9473,1
10.109,9.9194,9.9892,1
10.004,10.091,10.102,1
9.9997,10.017,10.135,1
9.9914,10.0,9.8639,1
9.9933,10.016,9.8647,1
10.024,10.018,10.133,1
9.9506,9.9558,10.119,1
10.09,9.9028,9.9396,1
9.944,10.016,10.133,1
10.022,10.091,9.8886,1
10.0,10.0,9.8545,1
9.9557,10.01,9.8618,1
10.112,9.9176,10.043,1
10.039,10.103,10.095,1
10.106,10.059,10.081,1
9.9141,10.008,9.8829,1
10.06,10.132,9.9885,1
10.068,10.128,10.012,1
10.007,9.8627,9.9524,1
10.025,10.14,9.9702,1
10.001,10.023,10.144,1
10.049,9.9768,10.135,1
9.9895,9.8681,10.06,1
10.061,9.9843,9.8687,1
10.037,9.9399,10.127,1
10.069,9.9554,9.8802,1
10.012,10.039,9.8604,1
9.9359,9.889,9.9313,1
10.135,10.044,10.03,1
10.034,9.8608,9.9747,1
10.115,9.9541,10.077,1
10.023,10.022,9.8581,1
9.8578,9.9773,9.9793,1
9.9117,10.079,9.9156,1
9.9713,9.8628,9.9612,1
9.9672,9.9051,10.105,1
9.9466,10.009,9.865,1
9.9921,9.9953,10.145,1
9.9532,10.048,9.8707,1
10.093,10.101,10.048,1
9.9711,10.069,10.125,1
10.129,10.062,10.025,1
9.9816,10.001,10.144,1
9.9662,9.9697,10.138,1
9.9121,9.968,10.111,1
10.046,10.018,9.8633,1
10.071,9.9955,9.8729,1
10.0,10.0,10.145,1
10.018,9.9965,9.8557,1
9.9983,10.107,9.9013,1
9.9722,9.944,10.131,1
10.137,10.036,10.034,1
10.011,10.009,10.145,1
10.084,10.054,9.8947,1
9.8982,9.9299,9.9233,1
10.079,10.0,9.8776,1
9.9948,10.036,9.8592,1
9.9979,9.8697,9.9354,1
10.14,9.9821,9.9657,1
10.012,9.8938,10.099,1
10.134,10.009,9.9438,1
9.9815,9.871,10.065,1
9.9742,10.123,9.9273,1
9.9848,9.9771,9.8572,1
10.015,9.9525,10.137,1
10.082,9.9221,10.092,1
9.9048,9.8901,10.002,1
9.9773,10.016,10.143,1
9.8992,9.9207,10.069,1
9.9208,9.9195,9.9083,1
10.07,9.9014,9.9194,1
9.9693,9.991,10.142,1
9.9959,10.008,9.8548,1
10.126,10.0,10.073,1
10.11,9.9639,10.088,1
10.095,10.018,9.8916,1
10.047,10.058,9.8752,1
9.9678,10.025,10.14,1
10.009,9.9893,9.8552,1
10.018,9.8979,10.102,1
9.9892,10.135,9.9481,1
9.8546,9.9954,9.9977,1
10.012,10.02,9.8564,1
9.9724,10.1,9.898,1
10.112,10.082,9.9568,1
10.002,9.9959,10.145,1
9.9478,9.9314,10.117,1
9.9112,9.9611,10.108,1
10.032,9.916,10.114,1
9.9428,10.034,10.129,1
9.9419,9.9945,9.8667,1
9.9779,10.029,10.141,1
9.9391,10.092,9.9047,1
10.084,10.117,10.021,1
10.048,9.8947,9.9119,1
9.8635,10.05,9.9931,1
9.859,9.9682,9.9839,1
9.9684,9.8858,10.084,1
10.069,9.9618,10.122,1
10.107,9.9099,10.039,1
9.8709,10.067,10.007,1
10.082,10.01,10.12,1
9.9561,10.127,10.056,1
10.016,10.144,10.016,1
9.8755,10.054,10.052,1
9.9201,9.9588,9.8857,1
9.997,10.003,9.8546,1
10.1,10.026,10.115,1
9.9398,10.079,10.118,1
10.096,9.8813,10.022,1
10.138,10.009,9.9314,1
10.058,9.977,9.8584,1
9.9736,9.8741,10.086,1
10.004,10.003,10.154,1
9.9984,9.9805,9.8467,1
10.053,10.039,10.14,1
10.0,10.005,9.8455,1
10.013,9.9937,10.154,1
10.01,9.9727,10.152,1
10.125,10.06,10.069,1
9.9295,10.007,10.137,1
9.9288,10.064,10.121,1
10.0,10.0,9.8455,1
9.9527,9.9674,10.143,1
10.0,10.0,10.155,1
9.9245,10.052,9.8755,1
9.9168,9.9921,9.87,1
9.9601,9.9825,9.8517,1
9.9108,9.897,9.927,1
9.9628,9.9891,9.8504,1
9.8643,10.049,10.055,1
10.057,9.9386,10.13,1
9.9986,10.088,9.8727,1
10.017,10.15,9.9683,1
9.9765,9.9526,10.145,1
9.8592,9.9775,9.9403,1
10.13,10.017,10.081,1
9.9762,10.005,9.8474,1
9.9045,9.997,9.8785,1
9.9562,10.076,10.127,1
9.9768,10.067,9.8626,1
10.078,9.8746,10.046,1
9.9882,9.9844,10.153,1
10.038,10.1,9.8882,1
10.102,9.9432,10.101,1
9.9385,9.8935,10.094,1
9.978,10.153,9.9926,1
9.881,9.9387,10.077,1
10.102,9.903,10.064,1
9.9688,10.149,9.9732,1
9.9079,10.094,9.9185,1
10.027,9.9494,9.8565,1
9.9238,10.022,10.133,1
10.149,9.9614,10.017,1
10.145,9.9525,10.027,1
10.014,10.046,10.147,1
9.8865,10.089,9.9448,1
10.035,9.8552,10.041,1
9.98,9.8609,9.9358,1
9.8912,10.017,9.8916,1
9.9205,9.9289,10.112,1
10.052,10.115,10.09,1
9.98,9.9276,9.865,1
9.9927,10.091,10.124,1
9.9562,9.8735,9.9227,1
10.013,9.8808,10.097,1
9.9811,9.9717,10.151,1
10.069,10.039,9.8674,1
9.9672,10.119,9.9064,1
10.12,10.0,9.9026,1
10.091,9.9327,9.8951,1
9.9913,10.004,9.8458,1
10.154,9.9902,10.002,1
9.9181,9.9168,9.8988,1
10.089,10.125,9.978,1
9.9976,9.8511,9.9588,1
10.005,9.9712,9.8482,1
9.8499,10.005,10.036,1
10.151,10.0,10.032,1
10.045,10.043,10.142,1
10.07,10.028,10.135,1
9.9885,9.9909,9.8462,1
10.143,9.9724,10.051,1
10.113,10.095,9.9541,1
10.122,10.04,9.9144,1
9.9245,10.113,10.073,1
10.099,9.9874,9.8816,1
9.9892,10.022,10.153,1
9.9602,10.095,9.8848,1
9.9176,10.095,9.9104,1
10.039,9.9459,9.8605,1
10.13,9.9167,10.012,1
9.9403,9.8575,9.9975,1
10.027,10.152,9.9878,1
10.03,9.9751,10.15,1
9.9547,9.9835,9.8532,1
10.061,9.8672,9.9495,1
9.8682,10.079,9.9829,1
10.012,10.051,9.8548,1
9.8676,9.9207,10.007,1
10.069,10.085,10.108,1
10.042,9.8639,10.06,1
10.018,10.029,9.8493,1
10.01,10.002,10.154,1
9.9575,9.9904,10.148,1
10.005,9.8866,10.105,1
10.102,10.11,9.9636,1
9.9554,10.129,9.9094,1
10.127,10.0,9.8968,1
9.9271,9.9426,9.8652,1
10.02,10.115,10.115,1
10.088,9.9353,10.122,1
10.088,10.057,9.8746,1
10.07,10.009,10.148,1
10.018,9.8408,9.9665,1
10.073,10.019,10.145,1
9.919,10.14,9.9767,1
10.102,9.8891,9.9368,1
10.015,9.998,10.163,1
9.9785,10.103,10.125,1
9.968,9.8841,10.111,1
10.04,9.9776,10.157,1
10.065,9.8949,10.107,1
9.8977,9.8819,9.9514,1
10.154,9.9902,10.054,1
9.9845,10.001,9.8371,1
9.9387,9.9195,9.8714,1
10.058,10.152,9.9819,1
10.112,9.9468,9.8928,1
9.9208,9.9195,10.118,1
10.005,10.02,9.8377,1
9.903,10.003,9.8682,1
10.026,10.025,10.16,1
9.9101,10.062,9.878,1
10.064,9.9835,10.15,1
10.041,10.057,9.8522,1
9.8784,10.096,9.9465,1
10.004,10.003,9.8364,1
10.137,10.045,10.077,1
9.9024,10.128,9.9716,1
9.8836,9.9491,10.103,1
10.125,9.9195,10.068,1
9.9798,10.14,10.082,1
10.03,10.006,9.8393,1
10.0,10.0,10.164,1
9.998,9.9742,9.8384,1
9.988,9.9168,10.14,1
9.9896,9.9997,9.8367,1
9.8463,10.056,10.003,1
9.9379,10.063,10.138,1
10.147,10.0,10.073,1
9.9119,10.132,9.9614,1
10.049,10.079,10.135,1
9.9691,9.8523,10.063,1
9.9995,10.031,10.161,1
10.123,10.091,10.058,1
9.9654,10.01,9.8404,1
9.9536,10.111,9.889,1
10.042,9.8911,9.8852,1
10.004,9.9251,9.8546,1
10.032,9.9604,9.8445,1
10.126,10.051,10.091,1
10.064,9.9876,9.8501,1
10.02,9.9183,9.8596,1
10.018,10.058,10.152,1
10.008,10.162,10.018,1
9.8684,9.9789,9.9051,1
10.004,9.9964,10.164,1
9.9795,10.003,10.162,1
9.8666,9.9082,10.023,1
9.9013,9.9777,10.129,1
10.121,9.9516,10.099,1
9.9341,9.941,9.8623,1
10.033,10.072,9.857,1
10.139,10.009,10.086,1
9.9466,9.8458,9.987,1
10.068,9.8513,9.9922,1
9.9956,10.056,10.154,1
9.8861,10.102,9.9416,1
9.9647,9.9287,10.143,1
9.9503,10.026,9.8462,1
9.87,10.029,10.095,1
10.112,9.9058,9.9273,1
10.088,10.096,9.9009,1
10.018,10.162,10.013,1
10.01,9.9968,10.163,1
9.8718,9.9339,9.9227,1
10.049,9.8438,9.9974,1
9.9211,9.8634,10.044,1
10.076,10.141,10.034,1
10.046,9.9145,10.132,1
9.8636,10.06,9.932,1
10.148,10.07,10.008,1
10.122,10.068,9.9137,1
9.9031,10.058,9.8816,1
9.9698,10.035,9.843,1
9.864,9.9601,9.9182,1
9.9993,9.9589,9.8416,1
9.9584,10.151,10.049,1
9.9395,9.9942,9.8481,1
10.007,9.9595,10.158,1
9.9857,9.9785,10.162,1
10.1,10.123,10.039,1
9.9391,9.8545,9.9564,1
10.0,10.0,9.8364,1
9.952,9.9825,10.155,1
10.063,10.012,10.16,1
9.9864,9.9764,10.171,1
10.05,10.048,10.158,1
9.8633,10.082,9.9333,1
9.9692,10.062,9.8418,1
10.1,9.9523,9.8677,1
9.9345,9.9334,9.8547,1
10.112,10.094,10.091,1
10.007,9.8454,9.9233,1
10.005,10.01,10.172,1
10.096,10.046,9.8642,1
10.136,9.9826,9.8954,1
9.9878,10.011,10.172,1
10.027,10.155,10.072,1
9.941,9.9981,10.162,1
10.0,10.0,10.173,1
10.033,10.002,10.17,1
10.079,9.9495,10.145,1
10.073,10.089,10.129,1
10.029,9.836,9.954,1
9.9293,9.8573,10.067,1
9.8442,9.9318,10.03,1
9.9541,9.834,10.014,1
9.8783,9.9043,10.077,1
9.9021,10.003,9.8577,1
10.112,9.8788,10.051,1
9.8911,9.9348,10.117,1
9.8943,9.8781,10.062,1
10.137,9.8991,9.97,1
10.084,10.0,9.8491,1
10.046,9.9355,10.154,1
10.109,9.9641,9.8713,1
9.8565,9.9579,9.9136,1
10.085,9.9286,10.132,1
9.9955,10.003,9.8274,1
9.8843,10.118,9.9487,1
9.9874,10.088,10.148,1
9.9955,9.9786,10.171,1
9.8508,9.9231,10.041,1
10.083,10.011,10.151,1
9.8997,9.9635,10.136,1
9.9193,9.9445,10.142,1
9.8599,10.013,9.8998,1
10.048,10.125,9.8911,1
9.9716,10.033,10.167,1
9.9096,9.8641,10.056,1
9.9728,9.9974,9.8294,1
10.123,9.9922,9.8788,1
9.8885,9.9003,10.086,1
10.053,9.8846,9.8828,1
10.058,9.8493,9.9384,1
9.9209,9.8961,9.8869,1
10.0,10.0,9.8273,1
9.9888,9.8597,10.1,1
9.8377,10.059,10.003,1
10.115,10.03,9.875,1
9.9665,9.9032,10.139,1
10.079,9.8533,10.046,1
9.9333,10.159,10.008,1
10.084,10.028,9.8518,1
9.954,10.166,9.9918,1
9.9887,9.9217,9.8465,1
10.169,9.9675,9.9809,1
9.9757,10.07,9.844,1
9.9958,9.9899,9.8276,1
9.9136,10.15,9.9973,1
9.995,10.002,10.173,1
9.9374,9.9859,9.8396,1
10.164,9.9575,9.9646,1
9.848,10.078,10.025,1
10.032,9.8664,10.105,1
10.159,9.9362,10.019,1
9.887,10.089,10.096,1
10.002,10.038,9.8315,1
10.122,9.8833,10.035,1
10.035,10.143,9.9089,1
10.096,10.071,10.125,1
9.979,10.006,9.8287,1
10.116,10.126,9.9754,1
9.9572,9.9931,9.8328,1
9.9977,9.8562,9.9043,1
10.056,10.122,10.109,1
9.9681,10.007,9.8304,1
10.05,10.032,9.8377,1
9.99,10.048,10.166,1
9.9705,10.039,9.8343,1
10.071,10.1,10.121,1
10.034,9.9582,9.8359,1
10.083,10.134,9.9282,1
9.9879,10.152,9.9184,1
9.9973,10.168,9.9593,1
10.114,10.063,10.113,1
10.039,9.9369,10.156,1
10.006,9.9464,10.164,1
9.9789,10.032,10.168,1
10.089,9.9502,9.8609,1
10.045,9.8546,10.082,1
9.8388,10.026,9.9435,1
10.172,10.0,9.9863,1
10.155,9.9702,10.091,1
9.9407,10.12,9.8766,1
10.107,9.9864,9.8536,1
9.9677,9.8832,9.8645,1
9.9852,9.9911,10.181,1
10.131,10.043,9.8809,1
10.008,9.9785,10.18,1
10.111,10.137,9.9571,1
10.17,9.9892,9.9351,1
10.116,9.9027,10.101,1
10.0,10.0,10.182,1
10.042,10.173,10.037,1
9.9177,9.9868,9.8384,1
9.868,9.9091,10.086,1
