x,y,Label
-0.275781572,-0.424610615,1
-0.274511695,-0.429048598,1
-0.273313791,-0.433505505,1
-0.272188127,-0.437980235,1
-0.271135002,-0.442471653,1
-0.270154625,-0.446978658,1
-0.269247323,-0.451500148,1
-0.268413246,-0.456034958,1
-0.267652661,-0.460582018,1
-0.266965687,-0.465140134,1
-0.266352564,-0.469708234,1
-0.26581341,-0.474285185,1
-0.265348345,-0.478869826,1
-0.264957517,-0.483460993,1
-0.264641017,-0.488057613,1
-0.264398903,-0.492658526,1
-0.264231265,-0.497262537,1
-0.264138103,-0.501868606,1
-0.264119476,-0.506475449,1
-0.264175355,-0.511082053,1
-0.26430577,-0.515687227,1
-0.264510661,-0.520289838,1
-0.264789969,-0.524888754,1
-0.265143663,-0.529482782,1
-0.265571594,-0.534070849,1
-0.266073734,-0.538651764,1
-0.266649902,-0.543224454,1
-0.26729995,-0.547787726,1
-0.268023759,-0.552340448,1
-0.26882112,-0.556881487,1
-0.269691825,-0.561409771,1
-0.270635694,-0.565924168,1
-0.27165249,-0.570423543,1
-0.272741914,-0.574906766,1
-0.273903728,-0.579372704,1
-0.275137663,-0.583820283,1
-0.276443392,-0.588248432,1
-0.277820587,-0.592655957,1
-0.279268891,-0.597041905,1
-0.280788004,-0.601405084,1
-0.282377481,-0.605744421,1
-0.284036964,-0.610058844,1
-0.285766035,-0.614347279,1
-0.287564278,-0.618608713,1
-0.289431214,-0.622842073,1
-0.291366398,-0.627046287,1
-0.293369383,-0.631220281,1
-0.295439631,-0.635363102,1
-0.297576636,-0.639473617,1
-0.299779862,-0.643550932,1
-0.302048773,-0.647593915,1
-0.304382801,-0.651601672,1
-0.306781381,-0.65557313,1
-0.309243917,-0.659507334,1
-0.311769783,-0.663403273,1
-0.314358354,-0.667260051,1
-0.317009002,-0.671076655,1
-0.319721073,-0.674852133,1
-0.322493851,-0.678585589,1
-0.325326711,-0.68227613,1
-0.328218907,-0.685922742,1
-0.331169754,-0.689524591,1
-0.334178478,-0.693080723,1
-0.337244362,-0.696590364,1
-0.340366632,-0.7000525,1
-0.343544543,-0.703466415,1
-0.34677726,-0.706831157,1
-0.350064039,-0.71014595,1
-0.353404015,-0.71340996,1
-0.356796384,-0.716622353,1
-0.360240281,-0.719782352,1
-0.363734901,-0.722889185,1
-0.367279321,-0.725942016,1
-0.370872676,-0.728940189,1
-0.374514103,-0.73188287,1
-0.378202707,-0.734769404,1
-0.381937504,-0.737599075,1
-0.38571763,-0.740371108,1
-0.389542133,-0.743084848,1
-0.393410057,-0.745739639,1
-0.397320449,-0.748334825,1
-0.401272357,-0.750869751,1
-0.405264765,-0.753343761,1
-0.409296691,-0.755756259,1
-0.413367152,-0.758106709,1
-0.417475134,-0.760394454,1
-0.421619624,-0.762618899,1
-0.425799578,-0.764779627,1
-0.430013955,-0.766875923,1
-0.434261739,-0.768907428,1
-0.43854183,-0.770873547,1
-0.442853212,-0.772773862,1
-0.447194815,-0.774607778,1
-0.451565534,-0.776374996,1
-0.455964297,-0.77807498,1
-0.460390031,-0.779707313,1
-0.464841604,-0.781271577,1
-0.469317943,-0.782767475,1
-0.473817915,-0.784194529,1
-0.478340417,-0.785552442,1
-0.482884318,-0.786840856,1
-0.487448514,-0.788059473,1
-0.492031842,-0.789207995,1
-0.496633172,-0.790286064,1
-0.5012514,-0.791293561,1
-0.505885363,-0.79223007,1
-0.510533869,-0.793095469,1
-0.515195787,-0.793889523,1
-0.519869983,-0.79461199,1
-0.524555326,-0.795262694,1
-0.529250562,-0.795841575,1
-0.53395462,-0.796348333,1
-0.538666248,-0.79678297,1
-0.543384373,-0.797145367,1
-0.548107743,-0.797435343,1
-0.552835226,-0.7976529,1
-0.557565629,-0.797797978,1
-0.562297821,-0.797870517,1
-0.567030609,-0.797870517,1
-0.5717628,-0.797797978,1
-0.576493204,-0.7976529,1
-0.581220686,-0.797435343,1
-0.585944057,-0.797145367,1
-0.590662181,-0.79678297,1
-0.595373809,-0.796348333,1
-0.600077868,-0.795841575,1
-0.604773104,-0.795262694,1
-0.609458447,-0.79461199,1
-0.614132643,-0.793889523,1
-0.61879456,-0.793095469,1
-0.623443127,-0.79223007,1
-0.62807703,-0.791293561,1
-0.632695258,-0.790286064,1
-0.637296617,-0.789207995,1
-0.641879916,-0.788059473,1
-0.646444142,-0.786840856,1
-0.650988042,-0.785552442,1
-0.655510545,-0.784194529,1
-0.660010517,-0.782767475,1
-0.664486825,-0.781271577,1
-0.668938398,-0.779707313,1
-0.673364162,-0.77807498,1
-0.677762926,-0.776374996,1
-0.682133615,-0.774607778,1
-0.686475217,-0.772773862,1
-0.6907866,-0.770873547,1
-0.69506669,-0.768907428,1
-0.699314475,-0.766875923,1
-0.703528881,-0.764779627,1
-0.707708836,-0.762618899,1
-0.711853325,-0.760394454,1
-0.715961277,-0.758106709,1
-0.720031738,-0.755756259,1
-0.724063694,-0.753343761,1
-0.728056073,-0.750869751,1
-0.73200798,-0.748334825,1
-0.735918343,-0.745739639,1
-0.739786327,-0.743084848,1
-0.743610799,-0.740371108,1
-0.747390926,-0.737599075,1
-0.751125753,-0.734769404,1
-0.754814327,-0.73188287,1
-0.758455753,-0.728940189,1
-0.762049139,-0.725942016,1
-0.765593529,-0.722889185,1
-0.769088149,-0.719782352,1
-0.772532046,-0.716622353,1
-0.775924444,-0.71340996,1
-0.77926439,-0.71014595,1
-0.782551169,-0.706831157,1
-0.785783887,-0.703466415,1
-0.788961768,-0.7000525,1
-0.792084098,-0.696590364,1
-0.795149982,-0.693080723,1
-0.798158705,-0.689524591,1
-0.801109552,-0.685922742,1
-0.804001749,-0.68227613,1
-0.806834579,-0.678585589,1
-0.809607387,-0.674852133,1
-0.812319458,-0.671076655,1
-0.814970076,-0.667260051,1
-0.817558646,-0.663403273,1
-0.820084512,-0.659507334,1
-0.822547078,-0.65557313,1
-0.824945629,-0.651601672,1
-0.827279687,-0.647593915,1
-0.829548597,-0.643550932,1
-0.831751823,-0.639473617,1
-0.833888829,-0.635363102,1
-0.835959077,-0.631220281,1
-0.837962031,-0.627046287,1
-0.839897215,-0.622842073,1
-0.841764152,-0.618608713,1
-0.843562424,-0.614347279,1
-0.845291495,-0.610058844,1
-0.846950948,-0.605744421,1
-0.848540425,-0.601405084,1
-0.850059509,-0.597041905,1
-0.851507843,-0.592655957,1
-0.852885067,-0.588248432,1
-0.854190767,-0.583820283,1
-0.855424702,-0.579372704,1
-0.856586516,-0.574906766,1
-0.85767597,-0.570423543,1
-0.858692765,-0.565924168,1
-0.859636605,-0.561409771,1
-0.860507309,-0.556881487,1
-0.8613047,-0.552340448,1
-0.86202848,-0.547787726,1
-0.862678528,-0.543224454,1
-0.863254726,-0.538651764,1
-0.863756835,-0.534070849,1
-0.864184797,-0.529482782,1
-0.864538491,-0.524888754,1
-0.864817798,-0.520289838,1
-0.865022659,-0.515687227,1
-0.865153074,-0.511082053,1
-0.865208983,-0.506475449,1
-0.865190327,-0.501868606,1
-0.865097165,-0.497262537,1
-0.864929557,-0.492658526,1
-0.864687443,-0.488057613,1
-0.864370942,-0.483460993,1
-0.863980055,-0.478869826,1
-0.863515019,-0.474285185,1
-0.862975895,-0.469708234,1
-0.862362742,-0.465140134,1
-0.861675799,-0.460582018,1
-0.860915184,-0.456034958,1
-0.860081136,-0.451500148,1
-0.859173775,-0.446978658,1
-0.858193457,-0.442471653,1
-0.857140303,-0.437980235,1
-0.856014669,-0.433505505,1
-0.854816735,-0.429048598,1
-0.853546858,-0.424610615,1
-0.852205396,-0.420192629,1
-0.850792587,-0.415795743,1
-0.849308789,-0.41142109,1
-0.847754478,-0.407069683,1
-0.846129954,-0.402742654,1
-0.844435632,-0.398441076,1
-0.842671931,-0.394165993,1
-0.840839267,-0.389918476,1
-0.838938117,-0.38569957,1
-0.836968958,-0.381510347,1
-0.834932327,-0.37735182,1
-0.832828641,-0.373225003,1
-0.830658436,-0.369130969,1
-0.828422308,-0.365070701,1
-0.826120734,-0.361045212,1
-0.82375437,-0.357055485,1
-0.821323752,-0.353102535,1
-0.818829477,-0.349187344,1
-0.81627214,-0.345310837,1
-0.813652456,-0.341474056,1
-0.810971022,-0.337677866,1
-0.808228493,-0.33392328,1
-0.805425584,-0.330211163,1
-0.802563012,-0.326542497,1
-0.799641371,-0.322918147,1
-0.796661496,-0.319339037,1
-0.793624103,-0.315806031,1
-0.790529907,-0.312320054,1
-0.787379742,-0.308881909,1
-0.784174323,-0.305492491,1
-0.780914485,-0.302152604,1
-0.777601004,-0.298863113,1
-0.774234712,-0.295624822,1
-0.770816505,-0.292438537,1
-0.767347157,-0.289305031,1
-0.763827503,-0.28622508,1
-0.760258496,-0.283199459,1
-0.756640971,-0.280228943,1
-0.752975881,-0.277314246,1
-0.749264061,-0.274456054,1
-0.745506465,-0.271655142,1
-0.741704047,-0.268912166,1
-0.737857699,-0.266227812,1
-0.733968437,-0.263602763,1
-0.730037153,-0.261037618,1
-0.726064861,-0.25853309,1
-0.722052574,-0.256089717,1
-0.718001246,-0.253708184,1
-0.713911891,-0.251389027,1
-0.709785581,-0.249132842,1
-0.705623209,-0.246940196,1
-0.70142591,-0.244811609,1
-0.697194695,-0.242747635,1
-0.692930639,-0.240748763,1
-0.688634753,-0.238815501,1
-0.684308112,-0.236948326,1
-0.679951847,-0.2351477,1
-0.675566971,-0.233414069,1
-0.671154559,-0.231747866,1
-0.666715801,-0.230149493,1
-0.662251711,-0.228619367,1
-0.657763422,-0.227157861,1
-0.653252006,-0.225765318,1
-0.648718655,-0.224442109,1
-0.644164503,-0.223188549,1
-0.639590561,-0.22200495,1
-0.634998083,-0.22089161,1
-0.6303882,-0.219848797,1
-0.625761986,-0.218876779,1
-0.621120572,-0.21797578,1
-0.616465211,-0.217146054,1
-0.611796975,-0.216387779,1
-0.607117116,-0.215701148,1
-0.602426648,-0.215086341,1
-0.597726882,-0.214543507,1
-0.593018889,-0.214072779,1
-0.588303864,-0.213674262,1
-0.583582938,-0.213348076,1
-0.578857362,-0.213094294,1
-0.57412827,-0.212912977,1
-0.569396853,-0.212804154,1
-0.564664245,-0.212767884,1
-0.564664245,-0.252661854,1
-0.560576975,-0.252693206,1
-0.556490719,-0.252787173,1
-0.55240649,-0.252943754,1
-0.5483253,-0.25316295,1
-0.544248164,-0.253444642,1
-0.540176094,-0.253788799,1
-0.536110103,-0.254195362,1
-0.532051206,-0.254664153,1
-0.528000355,-0.255195141,1
-0.523958623,-0.255788118,1
-0.519926965,-0.256442994,1
-0.515906453,-0.257159591,1
-0.511897981,-0.257937729,1
-0.507902622,-0.258777201,1
-0.50392133,-0.259677798,1
-0.499955088,-0.26063934,1
-0.496004879,-0.26166153,1
-0.492071718,-0.262744159,1
-0.488156557,-0.263886929,1
-0.48426038,-0.265089571,1
-0.480384111,-0.266351789,1
-0.476528764,-0.267673254,1
-0.472695261,-0.269053668,1
-0.468884587,-0.270492643,1
-0.465097636,-0.271989882,1
-0.461335391,-0.273544967,1
-0.457598746,-0.275157541,1
-0.453888685,-0.276827157,1
-0.450206071,-0.278553456,1
-0.44655183,-0.280335993,1
-0.442926913,-0.282174319,1
-0.439332157,-0.284067959,1
-0.435768485,-0.286016494,1
-0.432236761,-0.288019389,1
-0.428737909,-0.290076196,1
-0.425272733,-0.29218635,1
-0.421842128,-0.294349372,1
-0.418446958,-0.296564698,1
-0.415088028,-0.298831791,1
-0.411766201,-0.301150113,1
-0.408482283,-0.30351904,1
-0.405237079,-0.305938005,1
-0.402031422,-0.308406442,1
-0.398866087,-0.310923696,1
-0.39574188,-0.313489139,1
-0.392659545,-0.316102177,1
-0.389619887,-0.318762124,1
-0.386623621,-0.321468323,1
-0.383671492,-0.324220121,1
-0.380764246,-0.32701683,1
-0.377902627,-0.329857767,1
-0.375087291,-0.332742184,1
-0.372318983,-0.335669428,1
-0.369598359,-0.338638723,1
-0.366926134,-0.341649354,1
-0.364302903,-0.344700575,1
-0.361729383,-0.347791642,1
-0.35920617,-0.35092175,1
-0.356733918,-0.354090154,1
-0.354313225,-0.35729605,1
-0.351944685,-0.360538661,1
-0.349628925,-0.363817185,1
-0.347366452,-0.367130786,1
-0.345157862,-0.37047866,1
-0.34300372,-0.373859972,1
-0.340904534,-0.377273887,1
-0.33886084,-0.380719543,1
-0.336873144,-0.384196103,1
-0.334941924,-0.387702703,1
-0.333067685,-0.391238481,1
-0.331250876,-0.394802541,1
-0.329491913,-0.398393989,1
-0.327791303,-0.402011961,1
-0.326149404,-0.405655563,1
-0.324566662,-0.409323871,1
-0.323043466,-0.413015991,1
-0.321580172,-0.416731,1
-0.320177168,-0.420467973,1
-0.318834782,-0.424225986,1
-0.317553371,-0.428004116,1
-0.316333234,-0.431801409,1
-0.315174669,-0.43561694,1
-0.314077973,-0.439449757,1
-0.313043386,-0.443298906,1
-0.312071234,-0.447163433,1
-0.311161697,-0.451042384,1
-0.310315043,-0.454934806,1
-0.30953145,-0.458839715,1
-0.308811098,-0.462756157,1
-0.308154225,-0.466683149,1
-0.307560951,-0.470619738,1
-0.307031423,-0.47456491,1
-0.306565791,-0.478517711,1
-0.306164145,-0.482477158,1
-0.305826634,-0.486442298,1
-0.305553257,-0.490412086,1
-0.305344164,-0.4943856,1
-0.305199385,-0.498361796,1
-0.305118918,-0.502339721,1
-0.305102825,-0.50631839,1
-0.305151105,-0.510296822,1
-0.305263728,-0.514274061,1
-0.305440694,-0.518249035,1
-0.305681914,-0.52222079,1
-0.305987358,-0.526188374,1
-0.306356966,-0.530150771,1
-0.30679062,-0.534107029,1
-0.3072882,-0.538056135,1
-0.307849616,-0.541997135,1
-0.30847472,-0.545929074,1
-0.309163362,-0.549850881,1
-0.309915334,-0.553761721,1
-0.310730487,-0.55766046,1
-0.311608613,-0.561546266,1
-0.312549502,-0.565418124,1
-0.313552886,-0.569275081,1
-0.314618558,-0.573116243,1
-0.315746218,-0.576940536,1
-0.316935629,-0.580747068,1
-0.318186432,-0.584534883,1
-0.31949839,-0.588303089,1
-0.320871115,-0.592050672,1
-0.322304308,-0.595776796,1
-0.323797613,-0.59948045,1
-0.325350612,-0.603160799,1
-0.326962978,-0.606816828,1
-0.328634292,-0.610447764,1
-0.330364138,-0.614052594,1
-0.332152069,-0.617630422,1
-0.333997667,-0.621180475,1
-0.335900456,-0.624701738,1
-0.337859958,-0.628193438,1
-0.339875728,-0.63165468,1
-0.341947228,-0.635084569,1
-0.344073951,-0.638482273,1
-0.346255392,-0.641846955,1
-0.348490983,-0.645177782,1
-0.350780189,-0.648473978,1
-0.353122413,-0.65173465,1
-0.355517089,-0.654959023,1
-0.357963651,-0.658146262,1
-0.360461444,-0.661295593,1
-0.3630099,-0.6644063,1
-0.365608364,-0.667477489,1
-0.368256152,-0.670508564,1
-0.370952666,-0.673498571,1
-0.373697221,-0.676446974,1
-0.376489133,-0.67935288,1
-0.379327685,-0.682215631,1
-0.382212222,-0.685034573,1
-0.385141999,-0.687808871,1
-0.38811627,-0.690537989,1
-0.391134351,-0.693221152,1
-0.394195437,-0.695857704,1
-0.397298813,-0.698447049,1
-0.400443673,-0.700988472,1
-0.403629273,-0.703481376,1
-0.406854779,-0.705925167,1
-0.410119444,-0.708319187,1
-0.413422436,-0.710662901,1
-0.416762918,-0.712955654,1
-0.420140058,-0.715196908,1
-0.42355305,-0.717386186,1
-0.427001059,-0.719522834,1
-0.430483192,-0.721606374,1
-0.433998585,-0.72363627,1
-0.437546372,-0.725612044,1
-0.441125691,-0.727533221,1
-0.444735646,-0.729399264,1
-0.448375344,-0.731209755,1
-0.452043891,-0.732964218,1
-0.455740333,-0.734662235,1
-0.459463805,-0.736303389,1
-0.463213354,-0.737887263,1
-0.466988087,-0.73941344,1
-0.470787019,-0.740881622,1
-0.474609226,-0.742291331,1
-0.478453785,-0.74364233,1
-0.482319683,-0.744934201,1
-0.486206025,-0.746166706,1
-0.490111828,-0.747339427,1
-0.494036108,-0.748452187,1
-0.497977912,-0.749504626,1
-0.501936257,-0.750496507,1
-0.505910158,-0.751427591,1
-0.509898603,-0.75229764,1
-0.513900638,-0.753106475,1
-0.517915249,-0.753853858,1
-0.521941483,-0.754539609,1
-0.525978327,-0.75516355,1
-0.530024707,-0.755725563,1
-0.534079731,-0.756225467,1
-0.538142264,-0.756663144,1
-0.542211473,-0.757038534,1
-0.546286166,-0.757351458,1
-0.550365448,-0.757601917,1
-0.554448307,-0.75778985,1
-0.558533669,-0.757915139,1
-0.562620521,-0.757977784,1
-0.566707909,-0.757977784,1
-0.570794821,-0.757915139,1
-0.574880183,-0.75778985,1
-0.578962982,-0.757601917,1
-0.583042264,-0.757351458,1
-0.587117016,-0.757038534,1
-0.591186166,-0.756663144,1
-0.595248759,-0.756225467,1
-0.599303722,-0.755725563,1
-0.603350163,-0.75516355,1
-0.607386947,-0.754539609,1
-0.611413181,-0.753853858,1
-0.615427792,-0.753106475,1
-0.619429827,-0.75229764,1
-0.623418272,-0.751427591,1
-0.627392173,-0.750496507,1
-0.631350517,-0.749504626,1
-0.635292292,-0.748452187,1
-0.639216602,-0.747339427,1
-0.643122375,-0.746166706,1
-0.647008717,-0.744934201,1
-0.650874674,-0.74364233,1
-0.654719234,-0.742291331,1
-0.658541441,-0.740881622,1
-0.662340343,-0.73941344,1
-0.666115046,-0.737887263,1
-0.669864655,-0.736303389,1
-0.673588097,-0.734662235,1
-0.677284539,-0.732964218,1
-0.680953085,-0.731209755,1
-0.684592783,-0.729399264,1
-0.688202739,-0.727533221,1
-0.691782057,-0.725612044,1
-0.695329845,-0.72363627,1
-0.698845267,-0.721606374,1
-0.702327371,-0.719522834,1
-0.70577538,-0.717386186,1
-0.709188402,-0.715196908,1
-0.712565541,-0.712955654,1
-0.715906024,-0.710662901,1
-0.719209015,-0.708319187,1
-0.722473621,-0.705925167,1
-0.725699186,-0.703481376,1
-0.728884757,-0.700988472,1
-0.732029617,-0.698447049,1
-0.735132992,-0.695857704,1
-0.738194108,-0.693221152,1
-0.741212189,-0.690537989,1
-0.744186461,-0.687808871,1
-0.747116208,-0.685034573,1
-0.750000715,-0.682215631,1
-0.752839327,-0.67935288,1
-0.755631208,-0.676446974,1
-0.758375764,-0.673498571,1
-0.761072278,-0.670508564,1
-0.763720095,-0.667477489,1
-0.76631856,-0.6644063,1
-0.768866956,-0.661295593,1
-0.771364808,-0.658146262,1
-0.77381134,-0.654959023,1
-0.776206017,-0.65173465,1
-0.778548241,-0.648473978,1
-0.780837476,-0.645177782,1
-0.783073068,-0.641846955,1
-0.785254478,-0.638482273,1
-0.787381232,-0.635084569,1
-0.789452732,-0.63165468,1
-0.791468441,-0.628193438,1
-0.793428004,-0.624701738,1
-0.795330763,-0.621180475,1
-0.797176361,-0.617630422,1
-0.798964322,-0.614052594,1
-0.800694168,-0.610447764,1
-0.802365422,-0.606816828,1
-0.803977787,-0.603160799,1
-0.805530846,-0.59948045,1
-0.807024121,-0.595776796,1
-0.808457315,-0.592050672,1
-0.80983007,-0.588303089,1
-0.811141968,-0.584534883,1
-0.812392831,-0.580747068,1
-0.813582182,-0.576940536,1
-0.814709902,-0.573116243,1
-0.815775514,-0.569275081,1
-0.816778958,-0.565418124,1
-0.817719817,-0.561546266,1
-0.818597913,-0.55766046,1
-0.819413126,-0.553761721,1
-0.820165098,-0.549850881,1
-0.82085371,-0.545929074,1
-0.821478784,-0.541997135,1
-0.8220402,-0.538056135,1
-0.822537839,-0.534107029,1
-0.822971463,-0.530150771,1
-0.823341072,-0.526188374,1
-0.823646545,-0.52222079,1
-0.823887765,-0.518249035,1
-0.824064672,-0.514274061,1
-0.824177325,-0.510296822,1
-0.824225605,-0.50631839,1
-0.824209511,-0.502339721,1
-0.824129045,-0.498361796,1
-0.823984265,-0.4943856,1
-0.823775172,-0.490412086,1
-0.823501825,-0.486442298,1
-0.823164284,-0.482477158,1
-0.822762668,-0.478517711,1
-0.822297037,-0.47456491,1
-0.821767509,-0.470619738,1
-0.821174204,-0.466683149,1
-0.820517302,-0.462756157,1
-0.819796979,-0.458839715,1
-0.819013417,-0.454934806,1
-0.818166733,-0.451042384,1
-0.817257226,-0.447163433,1
-0.816285014,-0.443298906,1
-0.815250456,-0.439449757,1
-0.81415379,-0.43561694,1
-0.812995195,-0.431801409,1
-0.811775088,-0.428004116,1
-0.810493648,-0.424225986,1
-0.809151232,-0.420467973,1
-0.807748258,-0.416731,1
-0.806284964,-0.413015991,1
-0.804761767,-0.409323871,1
-0.803179026,-0.405655563,1
-0.801537156,-0.402011961,1
-0.799836516,-0.398393989,1
-0.798077583,-0.394802541,1
-0.796260774,-0.391238481,1
-0.794386506,-0.387702703,1
-0.792455316,-0.384196103,1
-0.79046756,-0.380719543,1
-0.788423896,-0.377273887,1
-0.786324739,-0.373859972,1
-0.784170568,-0.37047866,1
-0.781961977,-0.367130786,1
-0.779699504,-0.363817185,1
-0.777383745,-0.360538661,1
-0.775015235,-0.35729605,1
-0.772594512,-0.354090154,1
-0.77012223,-0.35092175,1
-0.767599046,-0.347791642,1
-0.765025496,-0.344700575,1
-0.762402296,-0.341649354,1
-0.759730041,-0.338638723,1
-0.757009447,-0.335669428,1
-0.754241109,-0.332742184,1
-0.751425803,-0.329857767,1
-0.748564184,-0.32701683,1
-0.745656967,-0.324220121,1
-0.742704809,-0.321468323,1
-0.739708543,-0.318762124,1
-0.736668885,-0.316102177,1
-0.73358655,-0.313489139,1
-0.730462313,-0.310923696,1
-0.727297008,-0.308406442,1
-0.724091351,-0.305938005,1
-0.720846176,-0.30351904,1
-0.717562258,-0.301150113,1
-0.714240432,-0.298831791,1
-0.710881472,-0.296564698,1
-0.707486272,-0.294349372,1
-0.704055727,-0.29218635,1
-0.700590551,-0.290076196,1
-0.697091639,-0.288019389,1
-0.693559945,-0.286016494,1
-0.689996302,-0.284067959,1
-0.686401546,-0.282174319,1
-0.68277657,-0.280335993,1
-0.679122388,-0.278553456,1
-0.675439775,-0.276827157,1
-0.671729684,-0.275157541,1
-0.667993069,-0.273544967,1
-0.664230824,-0.271989882,1
-0.660443842,-0.270492643,1
-0.656633139,-0.269053668,1
-0.652799666,-0.267673254,1
-0.648944318,-0.266351789,1
-0.645068049,-0.265089571,1
-0.641171873,-0.263886929,1
-0.637256682,-0.262744159,1
-0.63332355,-0.26166153,1
-0.629373372,-0.26063934,1
-0.6254071,-0.259677798,1
-0.621425807,-0.258777201,1
-0.617430449,-0.257937729,1
-0.613421977,-0.257159591,1
-0.609401464,-0.256442994,1
-0.605369806,-0.255788118,1
-0.601328075,-0.255195141,1
-0.597277224,-0.254664153,1
-0.593218327,-0.254195362,1
-0.589152336,-0.253788799,1
-0.585080266,-0.253444642,1
-0.581003129,-0.25316295,1
-0.57692194,-0.252943754,1
-0.57283771,-0.252787173,1
-0.568751454,-0.252693206,1
-0.564664245,-0.252661854,1
0.5191267728805542,0.8422062397003174,1
0.5238593816757202,0.8421699404716492,1
0.5285908579826355,0.8420611619949341,1
0.5333199501037598,0.8418798446655273,1
0.5380455255508423,0.8416260480880737,1
0.5427663922309875,0.841299832,1
0.5474814176559448,0.8409013152122498,1
0.5521894097328186,0.8404306173324585,1
0.5568892359733582,0.8398877382278442,1
0.5615796446800232,0.8392729759216309,1
0.5662595629692078,0.8385863304138184,1
0.5709277987480164,0.8378280401229858,1
0.5755831599235535,0.8369983434677124,1
0.5802245140075684,0.8360973596572876,1
0.5848507285118103,0.8351253271102905,1
0.5894606709480286,0.8340824842453003,1
0.5940531492233276,0.8329691290855408,1
0.5986270308494568,0.8317855596542358,1
0.6031812429428101,0.8305320143699646,1
0.6077145934104919,0.8292087912559509,1
0.6122259497642517,0.8278162479400635,1
0.6167142391204834,0.8263547420501709,1
0.6211783289909363,0.8248246312141418,1
0.6256171464920044,0.823226273,1
0.6300294995307922,0.8215600252151489,1
0.6344143748283386,0.8198264241218567,1
0.6387706995010376,0.8180257678031921,1
0.6430973410606384,0.8161585927009583,1
0.6473931670188904,0.8142253756523132,1
0.6516572833061218,0.8122264742851257,1
0.6558884978294373,0.8101624846458435,1
0.6600857973098755,0.8080338835716248,1
0.6642481088638306,0.8058412671089172,1
0.6683744788169861,0.8035850524902344,1
0.6724638342857361,0.8012658953666687,1
0.6765151619911194,0.798884392,1
0.6805274486541748,0.7964410185813904,1
0.6844997406005859,0.7939364910125732,1
0.6884309649467468,0.7913713455200195,1
0.6923202872276306,0.7887462973594666,1
0.6961665749549866,0.7860619425773621,1
0.6999690532684326,0.7833189368247986,1
0.7037266492843628,0.7805180549621582,1
0.7074384093284607,0.7776598930358887,1
0.7111035585403442,0.7747451663017273,1
0.7147210836410522,0.7717746496200562,1
0.7182900905609131,0.7687489986419678,1
0.7218096852302551,0.7656691074371338,1
0.7252790331840515,0.762535572,1
0.7286972999572754,0.7593492865562439,1
0.7320635914802551,0.7561109662055969,1
0.7353770732879639,0.7528215050697327,1
0.7386369109153748,0.7494816184043884,1
0.7418423295021057,0.7460922002792358,1
0.7449924945831299,0.7426540851593018,1
0.748086691,0.7391680479049683,1
0.7511240839958191,0.7356351017951965,1
0.754103959,0.7320559620857239,1
0.7570255398750305,0.7284316420555115,1
0.7598881721496582,0.7247629165649414,1
